,fh,e.sa,e.n,e.d,e.a,e.su,e.f,e.h,gen,age.1,hp.y,hp.p,ho.r,s.value,le.ngeo,le.nogec,le.occlusion,le.nogeo,le.ngec,le.dg,re.ngeo,re.nogec,re.occlusion,re.nogeo,re.ngec,re.dg,et,y
104,0.12112,0.00000,0.00000,0.00000,0.00000,0.20000,0.00000,99.80000,1,55,-0.80000,6.50000,-3.90000,99.20000,98.00000,0.00000,0.00000,2.00000,0.00000,0.00000,99.30000,0.00000,0.00000,0.70000,0.00000,0.00000,W,L
105,0.00066,10.40000,89.40000,0.10000,0.00000,0.00000,0.00000,0.00000,0,44,26.30000,10.30000,1.70000,0.20000,0.20000,0.00000,0.60000,99.00000,0.00000,0.10000,1.70000,50.00000,9.30000,9.60000,29.20000,0.20000,A,L
106,0.99885,45.10000,1.50000,29.50000,4.80000,0.60000,16.40000,2.10000,0,48,-46.30000,-3.60000,-16.40000,7.70000,99.80000,0.00000,0.00000,0.10000,0.00000,0.10000,99.90000,0.00000,0.00000,0.00000,0.00000,0.00000,W,L
107,0.49997,0.10000,0.10000,0.10000,0.10000,5.40000,0.10000,94.20000,0,69,-8.10000,-2.10000,4.90000,100.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,4.30000,0.00000,0.00000,95.50000,0.00000,0.20000,W,C
108,0.00737,60.90000,4.30000,2.70000,2.70000,0.20000,0.20000,29.00000,1,52,5.30000,1.30000,-11.40000,100.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.80000,14.10000,0.20000,84.90000,0.00000,0.00000,W,C
109,0.00554,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,1,51,8.10000,2.80000,1.20000,100.00000,0.00000,0.00000,1.10000,98.90000,0.00000,0.00000,0.00000,0.00000,0.10000,99.90000,0.00000,0.00000,W,C
110,0.00853,0.00000,29.90000,0.00000,67.10000,1.40000,0.00000,1.40000,1,67,50.20000,5.60000,-12.80000,0.60000,0.00000,0.10000,39.80000,34.60000,0.00000,25.50000,0.00000,0.00000,0.00000,99.80000,0.00000,0.10000,W,C
111,0.01801,0.00000,0.00000,0.40000,0.00000,0.00000,0.00000,99.60000,1,50,6.00000,5.80000,-0.10000,100.00000,0.10000,0.00000,0.00000,99.90000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,B,L
112,0.01437,0.00000,0.70000,0.00000,0.00000,0.00000,0.00000,99.30000,1,65,-6.10000,7.50000,13.10000,86.50000,4.90000,0.10000,0.00000,94.90000,0.00000,0.00000,0.10000,0.00000,0.00000,99.90000,0.00000,0.00000,B,L
113,0.01717,5.50000,0.00000,0.00000,0.90000,0.00000,1.00000,92.50000,0,26,-7.00000,8.00000,20.20000,100.00000,1.00000,0.00000,0.00000,98.90000,0.00000,0.00000,0.10000,0.00000,0.00000,99.90000,0.00000,0.00000,W,L
114,0.00378,8.20000,45.60000,0.20000,3.80000,1.40000,40.50000,0.20000,1,40,-2.50000,-7.60000,-8.40000,7.10000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,W,C
115,0.00917,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,1,37,7.20000,6.60000,-19.20000,100.00000,0.10000,0.00000,0.00000,99.90000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,W,C
116,0.03993,62.80000,26.70000,1.60000,8.40000,0.20000,0.10000,0.10000,0,28,-51.40000,5.10000,2.10000,5.50000,6.10000,23.40000,11.30000,37.90000,0.30000,21.00000,0.10000,12.70000,0.50000,86.60000,0.00000,0.00000,W,L
117,0.00890,0.00000,0.00000,2.50000,4.90000,1.30000,0.10000,91.10000,1,37,7.40000,-3.00000,1.60000,100.00000,0.00000,0.00000,0.10000,99.90000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,B,L
118,0.00245,4.20000,20.70000,0.00000,73.80000,0.00000,0.40000,0.80000,0,29,5.90000,7.30000,-5.70000,31.50000,0.20000,8.20000,72.90000,0.50000,18.20000,0.00000,29.50000,0.70000,9.20000,10.10000,1.30000,49.20000,W,C
119,0.00295,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,99.90000,1,51,0.00000,9.00000,-4.70000,100.00000,0.00000,0.00000,0.40000,99.60000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,B,C
120,0.05843,0.00000,0.00000,0.10000,0.00000,0.00000,0.00000,99.80000,1,48,-3.10000,18.10000,4.40000,99.90000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,W,C
121,0.02062,0.10000,83.30000,0.10000,0.10000,15.70000,0.50000,0.30000,1,41,-14.60000,6.30000,6.90000,0.00000,0.10000,0.00000,0.00000,99.90000,0.00000,0.00000,0.00000,0.00000,1.50000,98.50000,0.00000,0.00000,W,L
122,0.00402,0.10000,0.10000,43.60000,32.50000,0.50000,9.40000,13.90000,1,67,2.80000,11.80000,0.00000,100.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.10000,0.00000,0.00000,99.90000,0.00000,0.00000,W,L
123,0.05756,0.10000,0.10000,0.00000,0.00000,0.00000,8.10000,91.70000,1,51,20.30000,6.70000,-10.00000,100.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,W,L
124,0.98007,0.00000,99.60000,0.10000,0.10000,0.00000,0.10000,0.10000,0,39,46.60000,-14.10000,-6.60000,0.80000,45.20000,3.60000,23.30000,4.20000,17.40000,6.30000,10.50000,0.10000,15.60000,1.70000,0.10000,71.90000,I,C
125,0.04404,28.40000,0.80000,0.10000,0.10000,69.80000,0.80000,0.10000,1,56,-5.60000,-2.90000,2.70000,73.70000,0.00000,5.50000,0.00000,93.20000,0.00000,1.20000,0.00000,89.50000,0.10000,8.30000,0.00000,2.10000,W,L
126,0.00017,7.40000,11.30000,0.10000,67.60000,0.10000,3.00000,10.50000,0,54,56.50000,3.80000,-11.00000,23.70000,0.00000,0.00000,100.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.00000,A,L
127,0.74456,0.00000,22.50000,0.00000,0.00000,0.00000,0.00000,77.50000,0,30,-10.80000,1.60000,14.30000,99.30000,0.20000,0.00000,0.00000,99.80000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,W,C
128,0.01743,0.00000,0.10000,0.00000,0.00000,0.00000,0.00000,99.90000,0,29,2.70000,-1.30000,-2.00000,99.90000,99.90000,0.00000,0.00000,0.10000,0.00000,0.00000,98.70000,0.00000,0.00000,0.70000,0.10000,0.60000,W,C
129,0.00393,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,1,28,-0.20000,5.00000,-10.90000,100.00000,0.10000,0.00000,0.00000,99.90000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,W,C
130,0.01790,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,1,41,23.10000,-4.40000,-8.60000,100.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,W,C
131,0.01343,0.00000,28.50000,70.40000,0.00000,0.00000,0.00000,1.00000,0,51,10.70000,-2.30000,-5.10000,96.70000,8.20000,21.30000,0.20000,69.80000,0.30000,0.00000,12.70000,17.10000,2.80000,65.90000,0.00000,1.40000,A,C
132,0.01969,0.00000,0.00000,1.20000,0.00000,0.00000,0.10000,98.60000,1,38,22.00000,2.30000,1.10000,100.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,2.70000,0.00000,1.20000,73.20000,0.00000,22.80000,B,L
133,0.05021,0.10000,0.00000,0.00000,0.00000,0.00000,0.00000,99.90000,1,71,6.50000,5.50000,-1.40000,100.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,W,C
134,0.53790,0.00000,0.00000,0.10000,0.00000,0.00000,0.00000,99.90000,0,51,0.20000,2.30000,-0.50000,100.00000,0.50000,0.00000,4.50000,87.60000,0.00000,7.30000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,B,L
135,0.00042,14.50000,4.70000,15.50000,23.40000,0.50000,0.50000,40.90000,1,42,-6.30000,23.90000,1.00000,48.80000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.00000,45.70000,0.60000,53.60000,0.00000,0.00000,W,C
136,0.00035,1.70000,0.10000,0.00000,0.00000,0.00000,0.10000,98.00000,1,48,-3.40000,20.70000,15.30000,98.60000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.00000,0.00000,0.00000,99.90000,0.00000,0.00000,B,L
137,0.00340,0.80000,0.70000,0.00000,0.00000,0.00000,0.00000,98.40000,1,33,-2.70000,9.20000,0.00000,94.10000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.00000,0.00000,5.00000,94.90000,0.00000,0.10000,I,L
138,0.79847,0.60000,0.00000,1.90000,0.00000,0.10000,0.00000,97.40000,0,54,-2.60000,8.00000,0.20000,100.00000,0.10000,0.00000,0.00000,99.90000,0.00000,0.00000,0.10000,0.00000,0.00000,99.90000,0.00000,0.00000,W,L
139,0.00043,4.20000,0.50000,2.90000,10.80000,0.20000,19.30000,62.10000,1,57,34.30000,14.80000,-6.00000,99.60000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.00000,97.60000,0.10000,2.20000,0.00000,0.00000,B,C
140,0.56989,0.10000,99.00000,0.00000,0.10000,0.50000,0.20000,0.00000,0,37,-18.90000,9.60000,6.90000,1.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,W,L
141,0.00006,0.10000,86.70000,5.40000,0.70000,0.10000,0.40000,6.60000,0,55,13.10000,3.10000,-3.70000,13.00000,6.80000,0.10000,1.90000,91.10000,0.00000,0.00000,26.50000,0.10000,12.10000,47.00000,0.10000,14.30000,B,C
142,0.00013,0.00000,0.00000,1.40000,1.30000,0.10000,0.00000,97.20000,1,24,-0.40000,8.70000,10.60000,100.00000,9.30000,0.00000,0.00000,90.70000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,W,L
143,0.02020,0.00000,0.10000,0.40000,0.00000,0.00000,0.00000,99.40000,1,49,7.50000,4.60000,-5.00000,98.90000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,W,C
144,0.08831,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,1,37,2.20000,-2.30000,6.70000,100.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,W,L
145,0.00079,0.00000,0.40000,0.00000,0.00000,0.00000,0.00000,99.50000,1,42,-9.60000,4.60000,1.70000,100.00000,0.00000,0.00000,39.90000,0.00000,0.00000,60.10000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,B,C
146,0.38281,0.00000,100.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,45,4.20000,-10.00000,-2.00000,0.00000,0.00000,0.00000,0.40000,71.90000,0.00000,27.60000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,W,C
147,0.04956,0.70000,0.70000,0.00000,0.00000,0.00000,0.00000,98.60000,0,26,-6.00000,8.20000,-4.00000,48.80000,0.00000,0.00000,0.20000,99.80000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,I,L
148,0.00251,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,99.90000,1,42,0.30000,8.90000,4.50000,100.00000,0.00000,0.80000,0.00000,99.20000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,W,L
149,0.00227,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,1,40,2.50000,5.80000,1.50000,100.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.20000,0.00000,0.00000,99.80000,0.00000,0.00000,W,C
150,0.02963,0.20000,73.80000,0.20000,0.60000,1.20000,0.10000,24.00000,1,29,2.20000,7.60000,2.00000,86.30000,0.10000,0.00000,0.00000,99.90000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,W,L
151,0.87264,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0,53,7.70000,8.70000,3.60000,100.00000,0.00000,0.10000,0.10000,99.70000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,W,C
152,0.02553,0.00000,76.00000,0.00000,0.60000,0.00000,0.00000,23.30000,1,43,-7.70000,6.90000,-0.10000,0.90000,3.60000,0.00000,0.70000,95.10000,0.00000,0.50000,0.10000,0.00000,0.00000,99.90000,0.00000,0.00000,W,L
153,0.04574,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0,52,5.70000,4.50000,18.40000,100.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,B,C
154,0.00869,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,1,41,20.60000,3.50000,-17.80000,100.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,B,L
155,0.12946,0.00000,0.00000,0.30000,0.00000,0.00000,0.10000,99.60000,1,56,-0.50000,12.90000,-0.20000,100.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.10000,0.00000,0.00000,99.90000,0.00000,0.00000,A,C
156,0.00564,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,1,48,0.30000,11.00000,1.30000,100.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,W,L
157,0.59875,0.20000,13.20000,0.00000,0.00000,5.30000,81.20000,0.10000,0,91,-4.50000,6.70000,5.30000,0.00000,99.80000,0.00000,0.00000,0.20000,0.00000,0.10000,96.20000,0.00000,0.00000,0.90000,0.00000,2.90000,W,C
158,0.00004,0.00000,100.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,18,34.50000,24.70000,2.90000,42.90000,0.90000,0.00000,55.00000,0.20000,0.00000,43.90000,3.40000,0.00000,0.10000,96.10000,0.00000,0.30000,I,C
159,0.00104,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,1,41,-4.00000,4.00000,-2.20000,100.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,W,C
160,0.04889,33.90000,0.30000,11.50000,0.90000,0.10000,0.30000,53.10000,1,64,26.60000,12.30000,-1.60000,90.20000,0.10000,0.00000,0.40000,0.00000,0.00000,99.50000,0.40000,0.00000,0.10000,0.00000,1.90000,97.60000,B,C
161,0.00814,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,1,31,21.00000,1.50000,-10.90000,100.00000,0.10000,0.00000,0.00000,99.90000,0.00000,0.00000,0.10000,0.00000,0.00000,99.90000,0.00000,0.00000,W,C
162,0.03208,1.40000,98.30000,0.00000,0.00000,0.20000,0.00000,0.00000,0,46,13.90000,-11.40000,1.00000,0.00000,0.00000,0.00000,0.10000,99.90000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,W,C
163,0.04066,0.00000,12.30000,0.00000,0.00000,0.00000,0.00000,87.70000,1,48,2.40000,1.90000,2.30000,99.70000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,W,C
164,0.04255,0.40000,0.00000,0.00000,0.20000,0.00000,0.00000,99.40000,1,48,19.60000,11.80000,13.90000,100.00000,0.00000,0.00000,0.10000,99.80000,0.00000,0.00000,9.20000,0.00000,0.00000,90.70000,0.00000,0.10000,W,L
165,0.88006,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0,49,11.60000,1.80000,-7.30000,100.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.90000,0.00000,0.00000,99.00000,0.00000,0.00000,W,C
166,0.00229,5.30000,0.20000,0.10000,1.00000,5.00000,86.30000,2.00000,1,54,-4.80000,8.90000,5.10000,1.60000,0.90000,0.00000,2.00000,97.20000,0.00000,0.00000,0.80000,0.00000,23.90000,75.20000,0.00000,0.00000,W,C
167,0.05891,0.10000,11.80000,6.60000,70.30000,0.30000,0.10000,10.80000,0,44,33.90000,-2.30000,-18.30000,0.50000,3.90000,9.90000,7.70000,74.10000,4.50000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,W,L
168,0.01197,0.00000,0.00000,0.10000,0.00000,0.20000,0.40000,99.30000,1,48,1.60000,2.10000,-6.20000,100.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.10000,0.00000,0.00000,99.90000,0.00000,0.00000,W,L
169,0.01436,0.00000,0.00000,0.00000,0.00000,0.30000,0.00000,99.70000,1,36,4.20000,5.30000,-2.20000,100.00000,100.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.00000,0.00000,0.00000,W,C
170,0.00480,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,1,38,-11.00000,3.00000,-3.20000,100.00000,0.00000,0.00000,0.00000,99.90000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,B,C
171,0.00493,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,1,63,1.50000,7.30000,-2.30000,100.00000,3.80000,0.00000,0.00000,96.20000,0.00000,0.00000,68.10000,0.00000,0.00000,31.90000,0.00000,0.00000,W,C
172,0.41654,2.90000,0.10000,2.40000,0.10000,0.00000,0.00000,94.50000,0,41,8.10000,9.00000,-15.80000,100.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,W,L
173,0.05407,99.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,0,27,4.60000,7.50000,0.90000,33.50000,0.00000,0.00000,0.00000,99.90000,0.00000,0.10000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,W,L
174,0.07440,0.20000,27.10000,0.30000,0.10000,0.00000,54.20000,18.00000,1,52,37.80000,0.90000,-2.30000,1.20000,0.00000,0.10000,0.00000,99.90000,0.00000,0.00000,0.10000,0.00000,0.00000,99.70000,0.00000,0.20000,W,L
175,0.00692,0.10000,0.00000,1.40000,0.00000,0.20000,0.00000,98.20000,1,57,-3.10000,3.40000,-7.00000,99.50000,96.50000,0.00000,0.00000,3.20000,0.10000,0.20000,95.80000,0.00000,0.00000,4.00000,0.00000,0.10000,W,L
176,0.00945,29.50000,14.90000,6.90000,24.70000,0.20000,0.50000,23.20000,1,39,-14.00000,21.30000,-35.30000,38.40000,1.40000,0.20000,0.30000,0.00000,98.10000,0.00000,1.00000,0.70000,1.00000,0.00000,97.10000,0.10000,W,L
177,0.03311,0.00000,99.50000,0.00000,0.00000,0.00000,0.00000,0.50000,1,44,16.30000,-8.00000,3.50000,93.60000,99.90000,0.00000,0.00000,0.10000,0.00000,0.00000,99.90000,0.00000,0.00000,0.10000,0.00000,0.00000,A,L
178,0.00187,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,1,20,7.00000,5.80000,3.20000,100.00000,0.30000,0.00000,0.00000,99.60000,0.00000,0.10000,3.70000,0.00000,0.80000,95.40000,0.00000,0.20000,W,L
179,0.01310,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,1,50,28.20000,-3.70000,-1.70000,100.00000,93.90000,0.00000,3.10000,1.00000,0.10000,1.90000,97.90000,0.00000,0.10000,0.20000,1.70000,0.10000,A,C
180,0.00904,1.20000,84.30000,0.10000,0.10000,3.60000,10.50000,0.30000,1,36,7.70000,9.50000,-23.60000,0.10000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.20000,0.00000,0.00000,99.80000,0.00000,0.00000,W,L
181,0.00073,15.60000,10.70000,47.10000,0.10000,0.20000,0.10000,26.20000,1,46,4.00000,-7.00000,-9.60000,19.60000,1.80000,0.70000,0.00000,97.50000,0.00000,0.00000,0.50000,4.50000,0.00000,95.00000,0.00000,0.00000,A,L
182,0.04899,0.10000,0.90000,0.10000,0.10000,5.80000,0.10000,92.80000,1,63,7.20000,-13.40000,-10.60000,100.00000,0.10000,0.10000,0.30000,94.80000,0.00000,4.70000,0.00000,3.00000,7.80000,89.00000,0.00000,0.10000,B,L
183,0.00298,0.00000,0.60000,0.10000,0.00000,0.00000,0.00000,99.30000,0,56,9.60000,5.90000,-8.30000,96.50000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,W,L
184,0.09233,0.30000,35.80000,0.00000,0.00000,0.00000,0.00000,63.80000,1,54,-1.80000,-15.90000,4.30000,96.20000,0.00000,21.80000,0.10000,78.00000,0.00000,0.00000,0.00000,0.80000,0.00000,99.20000,0.00000,0.00000,W,C
185,0.90571,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,99.90000,0,65,19.90000,-6.70000,16.30000,97.30000,0.00000,0.00000,93.80000,5.40000,0.00000,0.70000,0.00000,54.70000,0.10000,45.20000,0.00000,0.00000,W,C
186,0.00040,0.10000,0.30000,0.00000,0.00000,0.00000,0.00000,99.60000,1,45,-11.80000,5.50000,-11.20000,100.00000,0.40000,0.00000,0.30000,0.00000,0.10000,99.20000,0.10000,0.00000,0.30000,0.00000,0.20000,99.40000,W,L
187,0.03017,0.40000,36.60000,1.30000,4.80000,34.40000,3.40000,19.10000,0,40,2.20000,-3.50000,-12.50000,67.50000,20.90000,0.40000,2.10000,40.90000,0.80000,34.80000,4.20000,0.00000,0.20000,1.60000,0.20000,93.80000,B,C
188,0.00915,0.50000,4.60000,0.00000,0.10000,94.70000,0.00000,0.00000,1,64,-0.90000,9.40000,2.30000,3.40000,0.40000,0.00000,0.00000,99.60000,0.00000,0.00000,0.10000,0.00000,0.00000,99.90000,0.00000,0.00000,W,C
189,0.00401,4.00000,94.10000,0.10000,0.10000,0.00000,0.00000,1.70000,0,49,-2.60000,7.00000,-2.90000,97.20000,1.00000,3.60000,0.00000,93.70000,0.00000,1.70000,6.70000,0.20000,0.00000,92.30000,0.10000,0.70000,W,C
190,0.00280,0.00000,0.00000,1.40000,2.10000,0.20000,0.10000,96.10000,1,61,-20.60000,11.50000,13.50000,100.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.10000,0.00000,0.00000,99.90000,0.00000,0.00000,W,C
191,0.02175,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,1,58,11.30000,6.90000,-13.90000,100.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,W,C
192,0.79721,0.00000,12.10000,0.00000,0.00000,0.30000,0.00000,87.60000,0,48,3.30000,9.00000,-1.80000,86.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,B,L
193,0.05254,0.00000,0.00000,0.10000,0.00000,0.00000,0.00000,99.90000,0,42,-19.20000,4.40000,24.10000,99.90000,0.10000,0.10000,0.20000,99.60000,0.00000,0.00000,0.10000,0.10000,6.20000,93.50000,0.00000,0.00000,B,C
194,0.01527,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,1,30,8.00000,10.90000,10.50000,100.00000,1.50000,0.00000,0.00000,98.50000,0.00000,0.00000,0.30000,0.00000,0.00000,99.70000,0.00000,0.00000,W,C
195,0.08423,0.00000,0.10000,0.00000,0.00000,0.00000,0.00000,99.90000,1,60,26.50000,2.60000,37.70000,90.70000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.20000,0.00000,0.00000,99.80000,0.00000,0.00000,W,C
196,0.01527,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,1,51,2.80000,8.60000,-12.50000,100.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,W,C
197,0.00624,2.30000,95.70000,0.10000,0.00000,0.00000,0.00000,1.90000,0,54,16.50000,1.30000,-8.60000,48.80000,4.10000,5.30000,2.30000,78.30000,0.00000,9.90000,26.30000,8.00000,0.90000,64.60000,0.10000,0.10000,W,C
198,0.09526,0.10000,0.00000,0.00000,0.00000,0.00000,0.00000,99.90000,1,52,9.90000,10.50000,-2.20000,100.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.00000,0.00000,0.00000,100.00000,W,L
